"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"HUN","Hungary","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",15.9,,
"HUN","Hungary","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",15.8,,
"SVK","Slovak Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",17.7,,
"SVK","Slovak Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",18.1,,
"SVK","Slovak Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",17.8,,
"SVK","Slovak Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",15.8,,
"SVK","Slovak Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",14.7,,
"SVK","Slovak Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",13.8,,
"SVK","Slovak Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",13.5,,
"SVK","Slovak Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",12.6,,
"SVK","Slovak Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",11.9,,
"SVK","Slovak Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",12.7,,
"SVK","Slovak Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",12.3,,
"CHL","Chile","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",4.6,,
"CHL","Chile","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",6.2,,
"CHL","Chile","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",5.6,,
"CHL","Chile","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",7.3,,
